Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
part2.csv:/search/irvamectin,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/italy,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/Itraconazole,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/IUCr,3,1,00:00:07,0,0.00%,0.00%,$0.00
part2.csv:/search/Ivermectin systematic,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/j&J,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/Jansson,3,1,00:00:03,1,0.00%,0.00%,$0.00
part2.csv:/search/journal,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/Kinetics,3,1,00:00:05,0,0.00%,0.00%,$0.00
part2.csv:/search/Kinetics COVID-19 isotype,3,1,00:00:08,0,0.00%,0.00%,$0.00
part2.csv:/search/KPT-276,3,1,00:00:10,0,0.00%,0.00%,$0.00
part2.csv:/search/Lancet,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/lancet booster,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/Large study will probe Long Covid: With,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/LAS,3,1,00:00:10,0,0.00%,0.00%,$0.00
part2.csv:/search/lausanne,3,1,00:00:15,0,0.00%,0.00%,$0.00
part2.csv:/search/legitimacy,3,1,00:00:05,0,0.00%,0.00%,$0.00
part2.csv:/search/living with covid19 second review,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/livio,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/lledo,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/long,3,1,00:00:05,0,0.00%,0.00%,$0.00
part2.csv:/search/long covid characterization,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/long covid neuro,3,1,00:00:02,0,0.00%,0.00%,$0.00
part2.csv:/search/long covid social determinants,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/long covid social determinants of health,3,1,00:00:08,0,0.00%,0.00%,$0.00
part2.csv:/search/Long Haul,3,1,00:00:13,0,0.00%,0.00%,$0.00
part2.csv:/search/Long Haul and sleep,3,1,00:00:07,0,0.00%,0.00%,$0.00
part2.csv:/search/Long haul and treatment,3,1,00:00:05,0,0.00%,0.00%,$0.00
part2.csv:/search/Long haul covid,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/long haul neuro,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/long haul neurologic,3,1,00:00:02,0,0.00%,0.00%,$0.00
part2.csv:/search/long-haul,3,1,00:00:09,0,0.00%,0.00%,$0.00
part2.csv:/search/mandatory vaccination,3,1,00:03:32,0,0.00%,0.00%,$0.00
part2.csv:/search/mariposa,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/marquet,3,1,00:00:02,0,0.00%,0.00%,$0.00
part2.csv:/search/Maryland,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/maternal,3,1,00:00:07,0,0.00%,0.00%,$0.00
part2.csv:/search/mc aloon,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/ME/CFS,3,1,00:00:21,0,0.00%,0.00%,$0.00
part2.csv:/search/melatonin,3,1,00:00:28,0,0.00%,0.00%,$0.00
part2.csv:/search/menstrual,3,1,00:00:10,0,0.00%,0.00%,$0.00
part2.csv:/search/menstrual cycle,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/mental health doctors,3,1,00:00:02,0,0.00%,0.00%,$0.00
part2.csv:/search/mexico,3,1,00:00:05,0,0.00%,0.00%,$0.00
part2.csv:/search/microscopy cilia,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/minocycline,3,1,00:01:38,0,0.00%,0.00%,$0.00
part2.csv:/search/mites,3,1,00:00:18,0,0.00%,0.00%,$0.00
part2.csv:/search/mixed-methods nursing,3,1,00:00:02,0,0.00%,0.00%,$0.00
part2.csv:/search/mixing vaccines,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/model comparison,3,1,00:00:11,0,0.00%,0.00%,$0.00
part2.csv:/search/Modeling behavioral change and COVID-19 containment in Mexico,3,1,00:00:26,0,0.00%,0.00%,$0.00
part2.csv:/search/moderna variant,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/moral reasoning,3,1,00:00:12,0,0.00%,0.00%,$0.00
part2.csv:/search/mortality,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/Mortality variant delta,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/mthfr,3,1,00:00:08,0,0.00%,0.00%,$0.00
part2.csv:/search/murine lung,3,1,00:00:06,0,0.00%,0.00%,$0.00
part2.csv:/search/naltrexone,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/Narasin,3,1,00:00:07,0,0.00%,0.00%,$0.00
part2.csv:/search/nausea,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/nausea delta varient,3,1,00:00:05,0,0.00%,0.00%,$0.00
part2.csv:/search/neurologic long covid,3,1,00:00:05,0,0.00%,0.00%,$0.00
part2.csv:/search/neuropathy,3,1,00:00:05,0,0.00%,0.00%,$0.00
part2.csv:/search/neutrophil,3,1,00:00:02,0,0.00%,0.00%,$0.00
part2.csv:/search/niacin flush,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/Non-hospitalised COVID-19 patients have more frequent long COVID-19 symptoms,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/non-respiratory,3,1,00:00:13,0,0.00%,0.00%,$0.00
part2.csv:/search/nonresponders,3,1,00:00:10,0,0.00%,0.00%,$0.00
part2.csv:/search/norway,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/npi,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/obesity and placenta,3,1,00:00:11,0,0.00%,0.00%,$0.00
part2.csv:"/search/occular vaccination",3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/ocular and vaccine,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/ocular AND vaccine,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/ocular screening COVID-19,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/OMA1,3,1,00:00:01,0,0.00%,0.00%,$0.00
part2.csv:/search/orbitopathy,3,1,00:03:31,0,0.00%,0.00%,$0.00
part2.csv:"/search/origin""test",3,1,00:00:02,0,0.00%,0.00%,$0.00
part2.csv:/search/ouclar,3,1,00:00:03,1,0.00%,0.00%,$0.00
part2.csv:/search/Oxibendazole,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/pandemic severity,3,1,00:00:05,0,0.00%,0.00%,$0.00
part2.csv:/search/pandemic severity lockdown,3,1,00:00:09,0,0.00%,0.00%,$0.00
part2.csv:"/search/pandemic severity"" AND lockdown",3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:"/search/pandemic severity"" lockdown",3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/Panobinostat,3,1,00:00:06,0,0.00%,0.00%,$0.00
part2.csv:/search/papain-like protease covalent inhibitor,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/papain-like protease inhibitor,3,1,00:00:08,0,0.00%,0.00%,$0.00
part2.csv:/search/parabasalids,3,1,00:00:15,0,0.00%,0.00%,$0.00
part2.csv:/search/parasite,3,1,00:00:36,0,0.00%,0.00%,$0.00
part2.csv:/search/paris,3,1,00:00:06,0,0.00%,0.00%,$0.00
part2.csv:/search/Parvulan,3,1,00:02:25,0,0.00%,0.00%,$0.00
part2.csv:/search/passport,3,1,00:00:09,0,0.00%,0.00%,$0.00
part2.csv:/search/Paul J. Hergenrother,3,1,00:00:05,0,0.00%,0.00%,$0.00
part2.csv:/search/PCR,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/pediatric,3,1,00:00:06,0,0.00%,0.00%,$0.00
part2.csv:/search/pediatric hospitalization,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/pediatric long covid,3,1,00:00:01,0,0.00%,0.00%,$0.00
part2.csv:/search/Pediatric Long COVID,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/pediatric respiratory,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/pediatric severity,3,1,00:00:05,0,0.00%,0.00%,$0.00
part2.csv:/search/peripheral neuropathy,3,1,00:00:14,0,0.00%,0.00%,$0.00
part2.csv:/search/phylogenetic network,3,1,00:00:37,0,0.00%,0.00%,$0.00
part2.csv:/search/Piloto,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/Placenta,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/placenta and pregnnacy,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/Placental pathology obese,3,1,00:00:02,0,0.00%,0.00%,$0.00
part2.csv:/search/plpro inhibitor,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/POCUS CRP,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/poisson,3,1,00:00:09,0,0.00%,0.00%,$0.00
part2.csv:/search/post asymptomatic infection,3,1,00:00:02,0,0.00%,0.00%,$0.00
part2.csv:/search/post exertional malaise,3,1,00:00:06,0,0.00%,0.00%,$0.00
part2.csv:/search/post traumatic,3,1,00:00:15,0,0.00%,33.33%,$0.00
part2.csv:/search/post vaccination myocarditis,3,1,00:00:05,0,0.00%,0.00%,$0.00
part2.csv:/search/post-viral fatigue,3,1,00:00:14,0,0.00%,0.00%,$0.00
part2.csv:/search/POTS,3,1,00:00:08,0,0.00%,0.00%,$0.00
part2.csv:/search/pregnant AND vaccination,3,1,00:00:06,0,0.00%,0.00%,$0.00
part2.csv:/search/Primescript,3,1,00:00:24,0,0.00%,0.00%,$0.00
part2.csv:/search/professional identity,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/prophylaxis oral,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/Proscillaridin-a,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/protease,3,1,00:00:02,0,0.00%,0.00%,$0.00
part2.csv:/search/protozoa co-infection,3,1,00:00:06,0,0.00%,0.00%,$0.00
part2.csv:/search/protozoa coinfection,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/proxalutamide,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/public health interventions and epidemic intensity during the 1918 influenza pandemic,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/qualitative nursing,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/qualitative study,3,1,00:00:26,0,0.00%,0.00%,$0.00
part2.csv:/search/Ralph Baric,3,1,00:00:05,0,0.00%,0.00%,$0.00
part2.csv:/search/Rapid response to emerging biomedical challenges and threats,3,1,00:00:08,0,0.00%,0.00%,$0.00
part2.csv:/search/Rehabilitation,3,1,00:00:45,0,0.00%,0.00%,$0.00
part2.csv:/search/remicade,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/reproducibility,3,1,00:00:12,1,0.00%,0.00%,$0.00
part2.csv:/search/response moderna,3,1,00:00:05,0,0.00%,0.00%,$0.00
part2.csv:/search/retkute,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/risk factor hospitalization,3,1,00:00:05,0,0.00%,0.00%,$0.00
part2.csv:/search/RNA vaccine long,3,1,00:00:02,0,0.00%,0.00%,$0.00
part2.csv:/search/Robert Malone,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/safety comirnaty,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/safety of Cov-19 vaccine in lactating mothers,3,1,00:00:12,0,0.00%,0.00%,$0.00
part2.csv:/search/saliva rapid test,3,1,00:00:13,0,0.00%,0.00%,$0.00
part2.csv:/search/SARS,3,1,00:00:54,0,0.00%,0.00%,$0.00
part2.csv:/search/SARS-CoV-2 mice,3,1,00:00:02,0,0.00%,0.00%,$0.00
part2.csv:/search/Sars-Cov-2 nd frailty,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/school dashboard,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/school track,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/sciatica,3,1,00:00:08,0,0.00%,0.00%,$0.00
part2.csv:/search/SEIR model,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/sequelae,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/sequelae mental,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/sequelae mental health,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/seralogical tests for coronavirus,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/seroprevalence paris,3,1,00:00:06,0,0.00%,0.00%,$0.00
part2.csv:/search/seroprevalence suburbs,3,1,00:00:01,0,0.00%,0.00%,$0.00
part2.csv:/search/seroprevalence united states,3,1,00:00:01,0,0.00%,0.00%,$0.00
part2.csv:/search/seroprevalence usa,3,1,00:00:02,0,0.00%,0.00%,$0.00
part2.csv:/search/Sette,3,1,00:00:05,0,0.00%,0.00%,$0.00
part2.csv:/search/Severe acute respiratory syndrome,3,1,00:06:54,0,0.00%,0.00%,$0.00
part2.csv:/search/sexual transmission,3,1,00:00:17,0,0.00%,0.00%,$0.00
part2.csv:/search/Shane Crotty,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/Shi Zhengli,3,1,00:00:06,0,0.00%,0.00%,$0.00
part2.csv:/search/sideefects of vaccination,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/social determinants of health,3,1,00:00:27,0,0.00%,0.00%,$0.00
part2.csv:/search/social determinants of health PASC,3,1,00:01:13,0,0.00%,0.00%,$0.00
part2.csv:/search/South America,3,1,00:00:29,0,0.00%,0.00%,$0.00
part2.csv:/search/splicing,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/sputum,3,1,00:00:23,0,0.00%,0.00%,$0.00
part2.csv:/search/sputum citology,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/stem cells ards treatmant,3,1,00:00:05,0,0.00%,0.00%,$0.00
part2.csv:/search/stem cells treatmant,3,1,00:00:12,0,0.00%,0.00%,$0.00
part2.csv:/search/stem cells treatment,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/stomach,3,1,00:00:07,0,0.00%,0.00%,$0.00
part2.csv:/search/Structural basis of RNA cap modification by SARS-CoV-2,3,1,00:00:30,0,0.00%,0.00%,$0.00
part2.csv:/search/subfertility,3,1,00:00:49,0,0.00%,0.00%,$0.00
part2.csv:/search/subttypes,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/Subtypes,3,1,00:05:38,0,0.00%,0.00%,$0.00
part2.csv:/search/supporting,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/surface,3,1,00:00:12,0,0.00%,0.00%,$0.00
part2.csv:/search/Symplostatin,3,1,00:00:18,0,0.00%,0.00%,$0.00
part2.csv:/search/symptom profile,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/takarabio,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/tanzania,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/TC-2r,3,1,00:00:08,0,0.00%,0.00%,$0.00
part2.csv:/search/tcm,3,1,00:00:08,0,0.00%,0.00%,$0.00
part2.csv:/search/telmisartan,3,2,00:00:07,1,0.00%,0.00%,$0.00
part2.csv:/search/temporal viral load,3,1,00:00:02,0,0.00%,0.00%,$0.00
part2.csv:/search/tetsing strategy,3,1,00:00:01,0,0.00%,0.00%,$0.00
part2.csv:/search/thrombosis platelet factor 4,3,1,00:00:43,0,0.00%,0.00%,$0.00
part2.csv:/search/thyrodititis,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/time lapse between vaccines,3,1,00:01:16,0,0.00%,0.00%,$0.00
part2.csv:/search/TLR9,3,1,00:00:11,1,0.00%,0.00%,$0.00
part2.csv:/search/tmprss2,3,1,00:00:09,0,0.00%,0.00%,$0.00
part2.csv:/search/tmprss2 fine particulate,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/tocilizumab clinical trial,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/tourism,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/transmission church,3,1,00:00:01,0,0.00%,0.00%,$0.00
part2.csv:/search/transmission setting,3,1,00:00:18,0,0.00%,0.00%,$0.00
part2.csv:/search/transmission types,3,1,00:00:13,0,0.00%,0.00%,$0.00
part2.csv:/search/travel,3,1,00:00:08,0,0.00%,0.00%,$0.00
part2.csv:/search/Treatment,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/Treg,3,1,00:00:07,0,0.00%,0.00%,$0.00
part2.csv:/search/ultrasound CRP,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/Ultraviolet uv light,3,1,00:00:05,0,0.00%,0.00%,$0.00
part2.csv:/search/umifenovir,3,1,00:00:08,0,0.00%,0.00%,$0.00
part2.csv:/search/usa,3,1,00:00:12,0,0.00%,0.00%,$0.00
part2.csv:/search/V1122M,3,1,00:00:23,0,0.00%,0.00%,$0.00
part2.csv:/search/vaccination and rheumatological diseases children,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/vaccination children,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/vaccination natural immunity,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/vaccination npi,3,1,00:00:02,0,0.00%,0.00%,$0.00
part2.csv:/search/vaccination parosmia,3,2,00:00:02,1,0.00%,33.33%,$0.00
part2.csv:/search/vaccination workers,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/vaccine + bowel,3,1,00:00:06,0,0.00%,0.00%,$0.00
part2.csv:/search/vaccine and crp,3,1,00:00:01,0,0.00%,0.00%,$0.00
part2.csv:/search/vaccine AND efficacy,3,1,00:00:13,0,0.00%,0.00%,$0.00
part2.csv:/search/vaccine booster,3,1,00:00:07,0,0.00%,0.00%,$0.00
part2.csv:/search/vaccine culture,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/vaccine effectiveness infectiousness,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/Vaccine hair loss,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/vaccine hesitancy,3,1,00:01:23,0,0.00%,0.00%,$0.00
part2.csv:/search/vaccine incentive programs,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/Vaccine natural,3,1,00:00:01,0,0.00%,0.00%,$0.00
part2.csv:/search/vaccine passports australia,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/vaccine recovered,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/vaccine recovered dosis,3,1,00:00:02,0,0.00%,0.00%,$0.00
part2.csv:/search/vaccine resistence,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/vaccine waning,3,1,00:00:12,0,0.00%,0.00%,$0.00
part2.csv:/search/vacine,3,1,00:08:22,0,0.00%,0.00%,$0.00
part2.csv:/search/vacine booster,3,1,00:00:01,0,0.00%,0.00%,$0.00
part2.csv:/search/variant vaccine,3,1,00:00:08,0,0.00%,0.00%,$0.00
part2.csv:/search/variant vietnam,3,1,00:00:06,0,0.00%,0.00%,$0.00
part2.csv:/search/variants and spikes,3,1,00:00:09,0,0.00%,0.00%,$0.00
part2.csv:/search/viral load severity,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/Virological and Serological,3,1,00:00:11,0,0.00%,0.00%,$0.00
part2.csv:/search/vit d,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/vitamin D 2021,3,1,00:00:01,0,0.00%,0.00%,$0.00
part2.csv:/search/wage loss,3,1,00:00:07,0,0.00%,0.00%,$0.00
part2.csv:/search/waiting time between vaccines,3,1,00:00:04,0,0.00%,33.33%,$0.00
part2.csv:/search/watzky,3,1,00:00:06,0,0.00%,0.00%,$0.00
part2.csv:/search/wide biological,3,1,00:00:02,0,0.00%,0.00%,$0.00
part2.csv:/search/WRR-483,3,1,00:00:06,0,0.00%,0.00%,$0.00
part2.csv:/search/α-1-antitrypsin,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/перевод на русский язык,3,1,00:00:02,0,0.00%,0.00%,$0.00
part2.csv:/search/ферритин,3,1,00:00:06,0,0.00%,0.00%,$0.00
part2.csv:"/search/""long covid AND child*",2,1,00:00:22,0,0.00%,0.00%,$0.00
part2.csv:/search/1059C>T,2,1,00:00:02,0,0.00%,0.00%,$0.00
part2.csv:/search/adam 9,2,1,00:00:00,0,0.00%,0.00%,$0.00
part2.csv:/search/adolescents,2,1,00:00:00,0,0.00%,50.00%,$0.00
part2.csv:/search/adverse event,2,1,00:00:27,0,0.00%,0.00%,$0.00
part2.csv:/search/analytic thinking,2,1,00:00:01,0,0.00%,0.00%,$0.00
part2.csv:/search/asymptomatic,2,1,00:00:00,0,0.00%,50.00%,$0.00
part2.csv:/search/asymptomatic delta,2,1,00:00:00,0,0.00%,50.00%,$0.00
part2.csv:/search/autoantibodies,2,1,00:00:10,0,0.00%,0.00%,$0.00
part2.csv:/search/Bamlanivimab,2,1,00:00:20,0,0.00%,0.00%,$0.00
part2.csv:/search/biontech,2,1,00:00:10,0,0.00%,0.00%,$0.00
part2.csv:/search/breast cancer carcinoma ductal in situ,2,1,00:00:14,0,0.00%,0.00%,$0.00
part2.csv:/search/breathlessness,2,1,00:00:00,0,0.00%,50.00%,$0.00
part2.csv:/search/cctv,2,1,00:00:16,0,0.00%,0.00%,$0.00
part2.csv:/search/charite,2,1,00:00:17,0,0.00%,0.00%,$0.00
part2.csv:/search/clinical feature,2,1,00:00:02,0,0.00%,50.00%,$0.00
part2.csv:/search/coronavirus origin space,2,1,00:00:42,0,0.00%,0.00%,$0.00
part2.csv:/search/coronavirus quarantine,2,1,00:00:00,0,0.00%,50.00%,$0.00
part2.csv:/search/Covid vaccine antibody,2,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/Covid-19,2,1,00:00:00,0,0.00%,50.00%,$0.00
part2.csv:/search/covid-19 screening,2,1,00:00:00,0,0.00%,50.00%,$0.00
part2.csv:/search/COVID-19 variants AND eye,2,1,00:00:00,0,0.00%,50.00%,$0.00
part2.csv:/search/cysteine protease,2,1,00:00:26,0,0.00%,0.00%,$0.00
part2.csv:/search/datta,2,1,00:00:00,0,0.00%,50.00%,$0.00
part2.csv:/search/delay distribution,2,1,00:00:05,0,0.00%,0.00%,$0.00
part2.csv:/search/delirium icu,2,1,00:00:22,0,0.00%,0.00%,$0.00
part2.csv:/search/digoxin,2,1,00:00:00,0,0.00%,50.00%,$0.00
part2.csv:/search/dutch,2,1,00:00:00,0,0.00%,50.00%,$0.00
part2.csv:/search/elderly AND covid,2,1,00:00:00,0,0.00%,50.00%,$0.00
part2.csv:/search/emetine,2,1,00:00:10,0,0.00%,0.00%,$0.00
part2.csv:/search/equity long covid,2,1,00:00:56,0,0.00%,0.00%,$0.00
part2.csv:/search/escape vaccine,2,1,00:07:21,0,0.00%,0.00%,$0.00
part2.csv:/search/evolution escape,2,1,00:00:00,0,0.00%,50.00%,$0.00
part2.csv:/search/Excess,2,1,00:00:13,0,0.00%,0.00%,$0.00
part2.csv:/search/Excess Mortality,2,1,00:02:25,0,0.00%,0.00%,$0.00
part2.csv:/search/fertility vaccine,2,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/football,2,1,00:00:00,0,0.00%,50.00%,$0.00
part2.csv:/search/G24926A,2,1,00:00:00,0,0.00%,50.00%,$0.00
part2.csv:/search/gastrointestinal,2,1,00:00:13,0,0.00%,0.00%,$0.00
part2.csv:/search/genomic,2,1,00:00:02,0,0.00%,50.00%,$0.00
part2.csv:/search/hanoi,2,1,00:00:00,0,0.00%,50.00%,$0.00
part2.csv:/search/HEPA filter,2,1,00:00:00,0,0.00%,50.00%,$0.00
part2.csv:/search/hydroxyzine,2,1,00:00:00,0,0.00%,0.00%,$0.00
part2.csv:/search/immunity protection,2,1,00:00:00,0,0.00%,50.00%,$0.00
part2.csv:/search/impfung diverticulitis,2,1,00:00:00,0,0.00%,50.00%,$0.00
part2.csv:/search/Integrative overview of antibodies against SARS-CoV-2,2,1,00:01:03,0,0.00%,50.00%,$0.00
part2.csv:/search/ivermectin india,2,1,00:02:40,0,0.00%,0.00%,$0.00
part2.csv:/search/livio hypertension,2,1,00:00:00,0,0.00%,50.00%,$0.00
part2.csv:/search/long COVID and vaccine,2,1,00:00:00,0,0.00%,50.00%,$0.00
part2.csv:/search/Long covid journal of insurance medicine,2,1,00:00:00,0,0.00%,50.00%,$0.00
part2.csv:/search/Long COVID: An overview,2,1,00:01:53,0,0.00%,0.00%,$0.00
part2.csv:/search/long-COVID,2,1,00:00:00,0,0.00%,50.00%,$0.00
part2.csv:/search/long-covid non-responders,2,1,00:00:00,0,0.00%,50.00%,$0.00
part2.csv:/search/long-haul children,2,1,00:00:02,0,0.00%,0.00%,$0.00
part2.csv:/search/long-term care,2,1,00:00:00,0,0.00%,50.00%,$0.00
part2.csv:/search/luteolin,2,1,00:00:00,0,0.00%,50.00%,$0.00
part2.csv:/search/mix,2,1,00:00:00,0,0.00%,50.00%,$0.00
part2.csv:/search/moral judgment,2,1,00:00:00,0,0.00%,50.00%,$0.00
part2.csv:/search/nausea delta,2,1,00:00:58,0,0.00%,0.00%,$0.00
part2.csv:/search/neuro,2,1,00:00:00,0,0.00%,50.00%,$0.00
part2.csv:/search/NVX-CoV2373,2,1,00:00:07,0,0.00%,0.00%,$0.00
part2.csv:/search/ocular screening,2,1,00:12:23,0,0.00%,0.00%,$0.00
part2.csv:/search/parasitological,2,1,00:00:00,0,0.00%,50.00%,$0.00
part2.csv:/search/PCR after covid,2,1,00:00:00,0,0.00%,50.00%,$0.00
part2.csv:/search/PCS,2,1,00:00:05,0,0.00%,0.00%,$0.00
part2.csv:/search/pocus CRP,2,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/post covid treatment,2,1,00:07:48,0,0.00%,0.00%,$0.00
part2.csv:/search/Post-COVID-19 Syndrome,2,1,00:00:00,0,0.00%,50.00%,$0.00
part2.csv:/search/ranking setting,2,1,00:00:00,0,0.00%,50.00%,$0.00
part2.csv:/search/rapid test,2,1,00:06:39,0,0.00%,0.00%,$0.00
part2.csv:/search/rehabilitation or telerehabilitation,2,1,00:01:03,0,0.00%,0.00%,$0.00
part2.csv:/search/Research on biomedical engineering,2,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/risk factors breakthrough,2,1,00:00:00,0,0.00%,50.00%,$0.00
part2.csv:/search/safety children,2,1,00:00:00,0,0.00%,50.00%,$0.00
part2.csv:/search/SARS-CoV-2 that Bypasses RNA Extraction,2,1,00:00:00,0,0.00%,50.00%,$0.00
part2.csv:/search/serological tests for coronavirus,2,1,00:00:00,0,0.00%,50.00%,$0.00
part2.csv:/search/sewage,2,1,00:00:16,0,0.00%,0.00%,$0.00
